59,59,59,1424,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
59,59,59,59,59,59,59,59,59,59,531,59,531,59,531,59,59,59,59,59
59,59,59,59,59,59,59,59,410,59,530,59,1311,59,1311,59,59,59,59,59
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
59,59,59,59,59,59,1707,1707,1704,1706,59,59,59,59,59,59,59,59,59,59
59,59,410,59,59,735,1767,1767,1764,1766,59,59,2650,59,59,59,59,59,59,59
59,59,59,59,59,795,59,59,59,59,59,59,2710,2644,59,59,59,59,59,59
59,59,59,59,59,855,59,59,59,59,59,59,59,59,1732,59,59,1442,1443,59
59,59,59,59,59,854,59,59,59,59,59,59,59,59,410,59,59,59,59,59
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
59,410,59,1206,1207,59,1023,59,59,59,59,59,410,59,59,59,59,59,59,59
59,59,59,59,59,59,59,59,59,59,59,59,410,59,59,59,59,59,59,59
59,1023,59,59,1204,1205,1022,59,59,59,59,59,59,59,59,59,59,59,59,59
59,59,59,59,410,59,475,59,59,59,59,59,59,59,59,59,59,59,59,59
59,59,1325,59,59,410,535,59,59,59,59,59,59,59,59,59,410,59,59,59
59,59,59,1024,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,1424,59,59
